0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	9810	9808	9805	9801	9796	9790	9783	9775	9766	9756	9745	9733	9720	9706	9691	9675	9658	9640	9621	9601	9580	9558	9535	9511	9486	9460	9433	9405	9376	9346	9315	9283	9250	9216	9181	9145	9108	9070	9031	8991	8950	8908	8865	8821	8776	8730	8683	8635	8586	8536	8485	0
0	9809	9806	9802	9797	9791	9784	9776	9767	9757	9746	9734	9721	9707	9692	9676	9659	9641	9622	9602	9581	9559	9536	9512	9487	9461	9434	9406	9377	9347	9316	9284	9251	9217	9182	9146	9109	9071	9032	8992	8951	8909	8866	8822	8777	8731	8684	8636	8587	8537	8486	8434	0
0	9807	9803	9798	9792	9785	9777	9768	9758	9747	9735	9722	9708	9693	9677	9660	9642	9623	9603	9582	9560	9537	9513	9488	9462	9435	9407	9378	9348	9317	9285	9252	9218	9183	9147	9110	9072	9033	8993	8952	8910	8867	8823	8778	8732	8685	8637	8588	8538	8487	8435	8383	0
0	9804	9799	9793	9786	9778	9769	9759	9748	9736	9723	9709	9694	9678	9661	9643	9624	9604	9583	9561	9538	9514	9489	9463	9436	9408	9379	9349	9318	9286	9253	9219	9184	9148	9111	9073	9034	8994	8953	8911	8868	8824	8779	8733	8686	8638	8589	8539	8488	8436	8384	8332	0
0	9800	9794	9787	9779	9770	9760	9749	9737	9724	9710	9695	9679	9662	9644	9625	9605	9584	9562	9539	9515	9490	9464	9437	9409	9380	9350	9319	9287	9254	9220	9185	9149	9112	9074	9035	8995	8954	8912	8869	8825	8780	8734	8687	8639	8590	8540	8489	8437	8385	8333	8281	0
0	9795	9788	9780	9771	9761	9750	9738	9725	9711	9696	9680	9663	9645	9626	9606	9585	9563	9540	9516	9491	9465	9438	9410	9381	9351	9320	9288	9255	9221	9186	9150	9113	9075	9036	8996	8955	8913	8870	8826	8781	8735	8688	8640	8591	8541	8490	8438	8386	8334	8282	8230	0
0	9789	9781	9772	9762	9751	9739	9726	9712	9697	9681	9664	9646	9627	9607	9586	9564	9541	9517	9492	9466	9439	9411	9382	9352	9321	9289	9256	9222	9187	9151	9114	9076	9037	8997	8956	8914	8871	8827	8782	8736	8689	8641	8592	8542	8491	8439	8387	8335	8283	8231	8179	0
0	9782	9773	9763	9752	9740	9727	9713	9698	9682	9665	9647	9628	9608	9587	9565	9542	9518	9493	9467	9440	9412	9383	9353	9322	9290	9257	9223	9188	9152	9115	9077	9038	8998	8957	8915	8872	8828	8783	8737	8690	8642	8593	8543	8492	8440	8388	8336	8284	8232	8180	8128	0
0	9774	9764	9753	9741	9728	9714	9699	9683	9666	9648	9629	9609	9588	9566	9543	9519	9494	9468	9441	9413	9384	9354	9323	9291	9258	9224	9189	9153	9116	9078	9039	8999	8958	8916	8873	8829	8784	8738	8691	8643	8594	8544	8493	8441	8389	8337	8285	8233	8181	8129	8077	0
0	9765	9754	9742	9729	9715	9700	9684	9667	9649	9630	9610	9589	9567	9544	9520	9495	9469	9442	9414	9385	9355	9324	9292	9259	9225	9190	9154	9117	9079	9040	9000	8959	8917	8874	8830	8785	8739	8692	8644	8595	8545	8494	8442	8390	8338	8286	8234	8182	8130	8078	8026	0
0	9755	9743	9730	9716	9701	9685	9668	9650	9631	9611	9590	9568	9545	9521	9496	9470	9443	9415	9386	9356	9325	9293	9260	9226	9191	9155	9118	9080	9041	9001	8960	8918	8875	8831	8786	8740	8693	8645	8596	8546	8495	8443	8391	8339	8287	8235	8183	8131	8079	8027	7975	0
0	9744	9731	9717	9702	9686	9669	9651	9632	9612	9591	9569	9546	9522	9497	9471	9444	9416	9387	9357	9326	9294	9261	9227	9192	9156	9119	9081	9042	9002	8961	8919	8876	8832	8787	8741	8694	8646	8597	8547	8496	8444	8392	8340	8288	8236	8184	8132	8080	8028	7976	7924	0
0	9732	9718	9703	9687	9670	9652	9633	9613	9592	9570	9547	9523	9498	9472	9445	9417	9388	9358	9327	9295	9262	9228	9193	9157	9120	9082	9043	9003	8962	8920	8877	8833	8788	8742	8695	8647	8598	8548	8497	8445	8393	8341	8289	8237	8185	8133	8081	8029	7977	7925	7873	0
0	9719	9704	9688	9671	9653	9634	9614	9593	9571	9548	9524	9499	9473	9446	9418	9389	9359	9328	9296	9263	9229	9194	9158	9121	9083	9044	9004	8963	8921	8878	8834	8789	8743	8696	8648	8599	8549	8498	8446	8394	8342	8290	8238	8186	8134	8082	8030	7978	7926	7874	7822	0
0	9705	9689	9672	9654	9635	9615	9594	9572	9549	9525	9500	9474	9447	9419	9390	9360	9329	9297	9264	9230	9195	9159	9122	9084	9045	9005	8964	8922	8879	8835	8790	8744	8697	8649	8600	8550	8499	8447	8395	8343	8291	8239	8187	8135	8083	8031	7979	7927	7875	7823	7771	0
0	9690	9673	9655	9636	9616	9595	9573	9550	9526	9501	9475	9448	9420	9391	9361	9330	9298	9265	9231	9196	9160	9123	9085	9046	9006	8965	8923	8880	8836	8791	8745	8698	8650	8601	8551	8500	8448	8396	8344	8292	8240	8188	8136	8084	8032	7980	7928	7876	7824	7772	7720	0
0	9674	9656	9637	9617	9596	9574	9551	9527	9502	9476	9449	9421	9392	9362	9331	9299	9266	9232	9197	9161	9124	9086	9047	9007	8966	8924	8881	8837	8792	8746	8699	8651	8602	8552	8501	8449	8397	8345	8293	8241	8189	8137	8085	8033	7981	7929	7877	7825	7773	7721	7669	0
0	9657	9638	9618	9597	9575	9552	9528	9503	9477	9450	9422	9393	9363	9332	9300	9267	9233	9198	9162	9125	9087	9048	9008	8967	8925	8882	8838	8793	8747	8700	8652	8603	8553	8502	8450	8398	8346	8294	8242	8190	8138	8086	8034	7982	7930	7878	7826	7774	7722	7670	7618	0
0	9639	9619	9598	9576	9553	9529	9504	9478	9451	9423	9394	9364	9333	9301	9268	9234	9199	9163	9126	9088	9049	9009	8968	8926	8883	8839	8794	8748	8701	8653	8604	8554	8503	8451	8399	8347	8295	8243	8191	8139	8087	8035	7983	7931	7879	7827	7775	7723	7671	7619	7567	0
0	9620	9599	9577	9554	9530	9505	9479	9452	9424	9395	9365	9334	9302	9269	9235	9200	9164	9127	9089	9050	9010	8969	8927	8884	8840	8795	8749	8702	8654	8605	8555	8504	8452	8400	8348	8296	8244	8192	8140	8088	8036	7984	7932	7880	7828	7776	7724	7672	7620	7568	7516	0
0	9600	9578	9555	9531	9506	9480	9453	9425	9396	9366	9335	9303	9270	9236	9201	9165	9128	9090	9051	9011	8970	8928	8885	8841	8796	8750	8703	8655	8606	8556	8505	8453	8401	8349	8297	8245	8193	8141	8089	8037	7985	7933	7881	7829	7777	7725	7673	7621	7569	7517	7465	0
0	9579	9556	9532	9507	9481	9454	9426	9397	9367	9336	9304	9271	9237	9202	9166	9129	9091	9052	9012	8971	8929	8886	8842	8797	8751	8704	8656	8607	8557	8506	8454	8402	8350	8298	8246	8194	8142	8090	8038	7986	7934	7882	7830	7778	7726	7674	7622	7570	7518	7466	7414	0
0	9557	9533	9508	9482	9455	9427	9398	9368	9337	9305	9272	9238	9203	9167	9130	9092	9053	9013	8972	8930	8887	8843	8798	8752	8705	8657	8608	8558	8507	8455	8403	8351	8299	8247	8195	8143	8091	8039	7987	7935	7883	7831	7779	7727	7675	7623	7571	7519	7467	7415	7363	0
